w1	Yang
13127	 —” Ќ—«‘Ё «б днд+7
13128	 —” Ќ—«‘Ё «б днд+8
13129	 —” Ќ—«‘Ё «б днд+9
13140	 —” «бЏг«бё…+0
13141	 —” «бЏг«бё…+1
13142	 —” «бЏг«бё…+2
13143	 —” «бЏг«бё…+3
13144	 —” «бЏг«бё…+4
13145	 —” «бЏг«бё…+5
13146	 —” «бЏг«бё…+6
13147	 —” «бЏг«бё…+7
13148	 —” «бЏг«бё…+8
13149	 —” «бЏг«бё…+9
13160	 —” «б√»«Ў—… «бЋб«Ћ+0
13161	 —” «б√»«Ў—… «бЋб«Ћ+1
13162	 —” «б√»«Ў—… «бЋб«Ћ+2
13163	 —” «б√»«Ў—… «бЋб«Ћ+3
13164	 —” «б√»«Ў—… «бЋб«Ћ+4
13165	 —” «б√»«Ў—… «бЋб«Ћ+5
13166	 —” «б√»«Ў—… «бЋб«Ћ+6
13167	 —” «б√»«Ў—… «бЋб«Ћ+7
13168	 —” «б√»«Ў—… «бЋб«Ћ+8
13169	 —” «б√»«Ў—… «бЋб«Ћ+9
13180	 —” ”«ЎЏ+0
13181	 —” ”«ЎЏ+1
13182	 —” ”«ЎЏ+2
13183	 —” ”«ЎЏ+3
13184	 —” ”«ЎЏ+4
13185	 —” ”«ЎЏ+5
13186	 —” ”«ЎЏ+6
13187	 —” ”«ЎЏ+7
13188	 —” ”«ЎЏ+8
13189	 —” ”«ЎЏ+9
13190	 —” гќг”+0
13191	 —” гќг”+1
13192	 —” гќг”+2
13193	 —” гќг”+3
13194	 —” гќг”+4
13195	 —” гќг”+5
13196	 —” гќг”+6
13197	 —” гќг”+7
13198	 —” гќг”+8
13199	 —” гќг”+9
13200	 —” √”жѕ г” ѕн—+0
13201	 —” √”жѕ г” ѕн—+1
13202	 —” √”жѕ г” ѕн—+2
13203	 —” √”жѕ г” ѕн—+3
13204	 —” √”жѕ г” ѕн—+4
13205	 —” √”жѕ г” ѕн—+5
13206	 —” √”жѕ г” ѕн—+6
13207	 —” √”жѕ г” ѕн—+7
13208	 —” √”жѕ г” ѕн—+8
13209	 —” √”жѕ г” ѕн—+9
14000	”ж«— ќ‘»н+0
14001	”ж«— ќ‘»н+1
14002	”ж«— ќ‘»н+2
14003	”ж«— ќ‘»н+3
14004	”ж«— ќ‘»н+4
14005	”ж«— ќ‘»н+5
14006	”ж«— ќ‘»н+6
14007	”ж«— ќ‘»н+7
14008	”ж«— ќ‘»н+8
14009	”ж«— ќ‘»н+9
14020	”ж«— дЌ«”н+0
14021	”ж«— дЌ«”н+1
14022	”ж«— дЌ«”н+2
14023	”ж«— дЌ«”н+3
14024	”ж«— дЌ«”н+4
14025	”ж«— дЌ«”н+5
14026	”ж«— дЌ«”н+6
14027	”ж«— дЌ«”н+7
14028	”ж«— дЌ«”н+8
14029	”ж«— дЌ«”н+9
14040	”ж«— Ё÷н+0
14041	”ж«— Ё÷н+1
14042	”ж«— Ё÷н+2
14043	”ж«— Ё÷н+3
14044	”ж«— Ё÷н+4
14045	”ж«— Ё÷н+5
14046	”ж«— Ё÷н+6
14047	”ж«— Ё÷н+7
14048	”ж«— Ё÷н+8
14049	”ж«— Ё÷н+9
14060	”ж«— –е»н+0
14061	”ж«— –е»н+1
14062	”ж«— –е»н+2
14063	”ж«— –е»н+3
14064	”ж«— –е»н+4
14065	”ж«— –е»н+5
14066	”ж«— –е»н+6
14067	”ж«— –е»н+7
14068	”ж«— –е»н+8
14069	”ж«— –е»н+9
14080	”ж«— «бн‘г+0
14081	”ж«— «бн‘г+1
14082	”ж«— «бн‘г+2
14083	”ж«— «бн‘г+3
14084	”ж«— «бн‘г+4
14085	”ж«— «бн‘г+5
14086	”ж«— «бн‘г+6
14087	”ж«— «бн‘г+7
14088	”ж«— «бн‘г+8
14089	”ж«— «бн‘г+9
14100	”ж«— ќ‘» «б√»дж”+0
14101	”ж«— ќ‘» «б√»дж”+1
14102	”ж«— ќ‘» «б√»дж”+2
14103	”ж«— ќ‘» «б√»дж”+3
14104	”ж«— ќ‘» «б√»дж”+4
14105	”ж«— ќ‘» «б√»дж”+5
14106	”ж«— ќ‘» «б√»дж”+6
14107	”ж«— ќ‘» «б√»дж”+7
14108	”ж«— ќ‘» «б√»дж”+8
14109	”ж«— ќ‘» «б√»дж”+9
14120	”ж«— бƒбƒн+0
14121	”ж«— бƒбƒн+1
14122	”ж«— бƒбƒн+2
14123	”ж«— бƒбƒн+3
14124	”ж«— бƒбƒн+4
14125	”ж«— бƒбƒн+5
14126	”ж«— бƒбƒн+6
14127	”ж«— бƒбƒн+7
14128	”ж«— бƒбƒн+8
14129	”ж«— бƒбƒн+9
14140	”ж«— гд –е» √»н÷+0
14141	”ж«— гд –е» √»н÷+1
14142	”ж«— гд –е» √»н÷+2
14143	”ж«— гд –е» √»н÷+3
14144	”ж«— гд –е» √»н÷+4
14145	”ж«— гд –е» √»н÷+5
14146	”ж«— гд –е» √»н÷+6
14147	”ж«— гд –е» √»н÷+7
14148	”ж«— гд –е» √»н÷+8
14149	”ж«— гд –е» √»н÷+9
14160	”ж«— »бж—н+0
14161	”ж«— »бж—н+1
14162	”ж«— »бж—н+2
14163	”ж«— »бж—н+3
14164	”ж«— »бж—н+4
14165	”ж«— »бж—н+5
14166	”ж«— »бж—н+6
14167	”ж«— »бж—н+7
14168	”ж«— »бж—н+8
14169	”ж«— »бж—н+9
14180	”ж«— ћг‘ +0
14181	”ж«— ћг‘ +1
14182	”ж«— ћг‘ +2
14183	”ж«— ћг‘ +3
14184	”ж«— ћг‘ +4
14185	”ж«— ћг‘ +5
14186	”ж«— ћг‘ +6
14187	”ж«— ћг‘ +7
14188	”ж«— ћг‘ +8
14189	”ж«— ћг‘ +9
14200	”ж«— ѕгжЏ «б”г«Ѕ+0
14201	”ж«— ѕгжЏ «б”г«Ѕ+1
14202	”ж«— ѕгжЏ «б”г«Ѕ+2
14203	”ж«— ѕгжЏ «б”г«Ѕ+3
14204	”ж«— ѕгжЏ «б”г«Ѕ+4
14205	”ж«— ѕгжЏ «б”г«Ѕ+5
14206	”ж«— ѕгжЏ «б”г«Ѕ+6
14207	”ж«— ѕгжЏ «б”г«Ѕ+7
14208	”ж«— ѕгжЏ «б”г«Ѕ+8
14209	”ж«— ѕгжЏ «б”г«Ѕ+9
14220	”ж«— »бж— «б—жЌ+0
14221	”ж«— »бж— «б—жЌ+1
14222	”ж«— »бж— «б—жЌ+2
14223	”ж«— »бж— «б—жЌ+3
14224	”ж«— »бж— «б—жЌ+4
14225	”ж«— »бж— «б—жЌ+5
14226	”ж«— »бж— «б—жЌ+6
14227	”ж«— »бж— «б—жЌ+7
14228	”ж«— »бж— «б—жЌ+8
14229	”ж«— »бж— «б—жЌ+9
14500	”ж«— «бн«ёж +0
14501	”ж«— «бн«ёж +1
14502	”ж«— «бн«ёж +2
14503	”ж«— «бн«ёж +3
14504	”ж«— «бн«ёж +4
14505	”ж«— «бн«ёж +5
14506	”ж«— «бн«ёж +6
14507	”ж«— «бн«ёж +7
14508	”ж«— «бн«ёж +8
14509	”ж«— «бн«ёж +9
14520	”ж«— «бЏёнё+0
14521	”ж«— «бЏёнё+1
14522	”ж«— «бЏёнё+2
14523	”ж«— «бЏёнё+3
14524	”ж«— «бЏёнё+4
14525	”ж«— «бЏёнё+5
14526	”ж«— «бЏёнё+6
14527	”ж«— «бЏёнё+7
14528	”ж«— «бЏёнё+8
14529	”ж«— «бЏёнё+9
14540	”ж«— «б“г—ѕ+0
14541	”ж«— «б“г—ѕ+1
14542	”ж«— «б“г—ѕ+2
14543	”ж«— «б“г—ѕ+3
14544	”ж«— «б“г—ѕ+4
14545	”ж«— «б“г—ѕ+5
14546	”ж«— «б“г—ѕ+6
14547	”ж«— «б“г—ѕ+7
14548	”ж«— «б“г—ѕ+8
14549	”ж«— «б“г—ѕ+9
14560	”ж«— «бн«ёж  «б√“—ё+0
14561	”ж«— «бн«ёж  «б√“—ё+1
14562	”ж«— «бн«ёж  «б√“—ё+2
14563	”ж«— «бн«ёж  «б√“—ё+3
14564	”ж«— «бн«ёж  «б√“—ё+4
14565	”ж«— «бн«ёж  «б√“—ё+5
14566	”ж«— «бн«ёж  «б√“—ё+6
14567	”ж«— «бн«ёж  «б√“—ё+7
14568	”ж«— «бн«ёж  «б√“—ё+8
14569	”ж«— «бн«ёж  «б√“—ё+9
14570	”ж«— «б ж—г«бнд+0
14571	”ж«— «б ж—г«бнд+1
14572	”ж«— «б ж—г«бнд+2
14573	”ж«— «б ж—г«бнд+3
14574	”ж«— «б ж—г«бнд+4
14575	”ж«— «б ж—г«бнд+5
14576	”ж«— «б ж—г«бнд+6
14577	”ж«— «б ж—г«бнд+7
14578	”ж«— «б ж—г«бнд+8
14579	”ж«— «б ж—г«бнд+9
14580	”ж«— «бян«дн +0
14581	”ж«— «бян«дн +1
14582	”ж«— «бян«дн +2
14583	”ж«— «бян«дн +3
14584	”ж«— «бян«дн +4
14585	”ж«— «бян«дн +5
14586	”ж«— «бян«дн +6
14587	”ж«— «бян«дн +7
14588	”ж«— «бян«дн +8
14589	”ж«— «бян«дн +9
14590	Aquarus Bracelet+0
14591	Aquarus Bracelet+1
14592	Aquarus Bracelet+2
14593	Aquarus Bracelet+3
14594	Aquarus Bracelet+4
14595	Aquarus Bracelet+5
14596	Aquarus Bracelet+6
14597	Aquarus Bracelet+7
14598	Aquarus Bracelet+8
14599	Aquarus Bracelet+9
15000	Ќ–«Ѕ ћбѕн+0
15001	Ќ–«Ѕ ћбѕн+1
15002	Ќ–«Ѕ ћбѕн+2
15003	Ќ–«Ѕ ћбѕн+3
15004	Ќ–«Ѕ ћбѕн+4
15005	Ќ–«Ѕ ћбѕн+5
15006	Ќ–«Ѕ ћбѕн+6
15007	Ќ–«Ѕ ћбѕн+7
15008	Ќ–«Ѕ ћбѕн+8
15009	Ќ–«Ѕ ћбѕн+9
15020	Ќ–«Ѕ ќн“—«дн+0
15021	Ќ–«Ѕ ќн“—«дн+1
15022	Ќ–«Ѕ ќн“—«дн+2
15023	Ќ–«Ѕ ќн“—«дн+3
15024	Ќ–«Ѕ ќн“—«дн+4
15025	Ќ–«Ѕ ќн“—«дн+5
15026	Ќ–«Ѕ ќн“—«дн+6
15027	Ќ–«Ѕ ќн“—«дн+7
15028	Ќ–«Ѕ ќн“—«дн+8
15029	Ќ–«Ѕ ќн“—«дн+9
15040	Ќ–«Ѕ ќ‘»н+0
15041	Ќ–«Ѕ ќ‘»н+1
15042	Ќ–«Ѕ ќ‘»н+2
15043	Ќ–«Ѕ ќ‘»н+3
15044	Ќ–«Ѕ ќ‘»н+4
15045	Ќ–«Ѕ ќ‘»н+5
15046	Ќ–«Ѕ ќ‘»н+6
15047	Ќ–«Ѕ ќ‘»н+7
15048	Ќ–«Ѕ ќ‘»н+8
15049	Ќ–«Ѕ ќ‘»н+9
15060	Ќ–«Ѕ г“нд »«б–е»+0
15061	Ќ–«Ѕ г“нд »«б–е»+1
15062	Ќ–«Ѕ г“нд »«б–е»+2
15063	Ќ–«Ѕ г“нд »«б–е»+3
15064	Ќ–«Ѕ г“нд »«б–е»+4
15065	Ќ–«Ѕ г“нд »«б–е»+5
15066	Ќ–«Ѕ г“нд »«б–е»+6
15067	Ќ–«Ѕ г“нд »«б–е»+7
15068	Ќ–«Ѕ г“нд »«б–е»+8
15069	Ќ–«Ѕ г“нд »«б–е»+9
15080	ћ“г… ћбѕ+0
15081	ћ“г… ћбѕ+1
15082	ћ“г… ћбѕ+2
15083	ћ“г… ћбѕ+3
15084	ћ“г… ћбѕ+4
15085	ћ“г… ћбѕ+5
15086	ћ“г… ћбѕ+6
15087	ћ“г… ћбѕ+7
15088	ћ“г… ћбѕ+8
15089	ћ“г… ћбѕ+9
15100	Ќ–«Ѕ –е»н+0
15101	Ќ–«Ѕ –е»н+1
15102	Ќ–«Ѕ –е»н+2
15103	Ќ–«Ѕ –е»н+3
15104	Ќ–«Ѕ –е»н+4
15105	Ќ–«Ѕ –е»н+5
15106	Ќ–«Ѕ –е»н+6
15107	Ќ–«Ѕ –е»н+7
15108	Ќ–«Ѕ –е»н+8
15109	Ќ–«Ѕ –е»н+9
15120	ћ“г… »—жд“н…+0
15121	ћ“г… »—жд“н…+1
15122	ћ“г… »—жд“н…+2
15123	ћ“г… »—жд“н…+3
15124	ћ“г… »—жд“н…+4
15125	ћ“г… »—жд“н…+5
15126	ћ“г… »—жд“н…+6
15127	ћ“г… »—жд“н…+7
15128	ћ“г… »—жд“н…+8
15129	ћ“г… »—жд“н…+9
15140	Ќ–«Ѕ «бн‘г+0
15141	Ќ–«Ѕ «бн‘г+1
15142	Ќ–«Ѕ «бн‘г+2
15143	Ќ–«Ѕ «бн‘г+3
15144	Ќ–«Ѕ «бн‘г+4
15145	Ќ–«Ѕ «бн‘г+5
15146	Ќ–«Ѕ «бн‘г+6
15147	Ќ–«Ѕ «бн‘г+7
15148	Ќ–«Ѕ «бн‘г+8
15149	Ќ–«Ѕ «бн‘г+9
15160	Ќ–«Ѕ «бд‘ж…+0
15161	Ќ–«Ѕ «бд‘ж…+1
15162	Ќ–«Ѕ «бд‘ж…+2
15163	Ќ–«Ѕ «бд‘ж…+3
15164	Ќ–«Ѕ «бд‘ж…+4
15165	Ќ–«Ѕ «бд‘ж…+5
15166	Ќ–«Ѕ «бд‘ж…+6
15167	Ќ–«Ѕ «бд‘ж…+7
15168	Ќ–«Ѕ «бд‘ж…+8
15169	Ќ–«Ѕ «бд‘ж…+9
15180	ћ“г… «бе«б…+0
15181	ћ“г… «бе«б…+1
15182	ћ“г… «бе«б…+2
15183	ћ“г… «бе«б…+3
15184	ћ“г… «бе«б…+4
15185	ћ“г… «бе«б…+5
15186	ћ“г… «бе«б…+6
15187	ћ“г… «бе«б…+7
15188	ћ“г… «бе«б…+8
15189	ћ“г… «бе«б…+9
15200	Ќ–«Ѕ «бЁждня”+0
15201	Ќ–«Ѕ «бЁждня”+1
15202	Ќ–«Ѕ «бЁждня”+2
15203	Ќ–«Ѕ «бЁждня”+3
15204	Ќ–«Ѕ «бЁждня”+4
15205	Ќ–«Ѕ «бЁждня”+5
15206	Ќ–«Ѕ «бЁждня”+6
15207	Ќ–«Ѕ «бЁждня”+7
15208	Ќ–«Ѕ «бЁждня”+8
15209	Ќ–«Ѕ «бЁждня”+9
15220	Ќ–«Ѕ «бЎн— «бд«—н+0
15221	Ќ–«Ѕ «бЎн— «бд«—н+1
15222	Ќ–«Ѕ «бЎн— «бд«—н+2
15223	Ќ–«Ѕ «бЎн— «бд«—н+3
15224	Ќ–«Ѕ «бЎн— «бд«—н+4
15225	Ќ–«Ѕ «бЎн— «бд«—н+5
15226	Ќ–«Ѕ «бЎн— «бд«—н+6
15227	Ќ–«Ѕ «бЎн— «бд«—н+7
15228	Ќ–«Ѕ «бЎн— «бд«—н+8
15229	Ќ–«Ѕ «бЎн— «бд«—н+9
15240	Ќ–«Ѕ ћбѕ «б днд+0
15241	Ќ–«Ѕ ћбѕ «б днд+1
15242	Ќ–«Ѕ ћбѕ «б днд+2
15243	Ќ–«Ѕ ћбѕ «б днд+3
15244	Ќ–«Ѕ ћбѕ «б днд+4
15245	Ќ–«Ѕ ћбѕ «б днд+5
15246	Ќ–«Ѕ ћбѕ «б днд+6
15247	Ќ–«Ѕ ћбѕ «б днд+7
15248	Ќ–«Ѕ ћбѕ «б днд+8
15249	Ќ–«Ѕ ћбѕ «б днд+9
15370	Euphoria Shoes+0
15371	Euphoria Shoes+1
15372	Euphoria Shoes+2
15373	Euphoria Shoes+3
15374	Euphoria Shoes+4
15375	Euphoria Shoes+5
15376	Euphoria Shoes+6
15377	Euphoria Shoes+7
15378	Euphoria Shoes+8
15379	Euphoria Shoes+9
15390	Glory boots+0
15391	Glory boots+1
15392	Glory boots+2
15393	Glory boots+3
15394	Glory boots+4
15395	Glory boots+5
15396	Glory boots+6
15397	Glory boots+7
15398	Glory boots+8
15399	Glory boots+9
15410	Quilin Shoes+0
15411	Quilin Shoes+1
15412	Quilin Shoes+2
15413	Quilin Shoes+3
15414	Quilin Shoes+4
15415	Quilin Shoes+5
15416	Quilin Shoes+6
15417	Quilin Shoes+7
15418	Quilin Shoes+8
15419	Quilin Shoes+9
15430	KingFisher Shoes+0
15431	KingFisher Shoes+1
15432	KingFisher Shoes+2
15433	KingFisher Shoes+3
15434	KingFisher Shoes+4
15435	KingFisher Shoes+5
15436	KingFisher Shoes+6
15437	KingFisher Shoes+7
15438	KingFisher Shoes+8
15439	KingFisher Shoes+9
15440	Ќ–«Ѕ д«—н+0
15441	Ќ–«Ѕ д«—н+1
15442	Ќ–«Ѕ д«—н+2
15443	Ќ–«Ѕ д«—н+3
15444	Ќ–«Ѕ д«—н+4
15445	Ќ–«Ѕ д«—н+5
15446	Ќ–«Ѕ д«—н+6
15447	Ќ–«Ѕ д«—н+7
15448	Ќ–«Ѕ д«—н+8
15449	Ќ–«Ѕ д«—н+9
15450	Ќ–«Ѕ «бгЌнЎ+0
15451	Ќ–«Ѕ «бгЌнЎ+1
15452	Ќ–«Ѕ «бгЌнЎ+2
15453	Ќ–«Ѕ «бгЌнЎ+3
15454	Ќ–«Ѕ «бгЌнЎ+4
15455	Ќ–«Ѕ «бгЌнЎ+5
15456	Ќ–«Ѕ «бгЌнЎ+6
15457	Ќ–«Ѕ «бгЌнЎ+7
15458	Ќ–«Ѕ «бгЌнЎ+8
15459	Ќ–«Ѕ «бгЌнЎ+9
15460	Aquarus Boots+0
15461	Aquarus Boots+1
15462	Aquarus Boots+2
15463	Aquarus Boots+3
15464	Aquarus Boots+4
15465	Aquarus Boots+5
15466	Aquarus Boots+6
15467	Aquarus Boots+7
15468	Aquarus Boots+8
15469	Aquarus Boots+9
16000	ёб«ѕ… ќ‘»н…+0
16001	ёб«ѕ… ќ‘»н…+1
16002	ёб«ѕ… ќ‘»н…+2
16003	ёб«ѕ… ќ‘»н…+3
16004	ёб«ѕ… ќ‘»н…+4
16005	ёб«ѕ… ќ‘»н…+5
16006	ёб«ѕ… ќ‘»н…+6
16007	ёб«ѕ… ќ‘»н…+7
16008	ёб«ѕ… ќ‘»н…+8
16009	ёб«ѕ… ќ‘»н…+9
16020	ёб«ѕ… дЌ«”н…+0
16021	ёб«ѕ… дЌ«”н…+1
16022	ёб«ѕ… дЌ«”н…+2
16023	ёб«ѕ… дЌ«”н…+3
16024	ёб«ѕ… дЌ«”н…+4
16025	ёб«ѕ… дЌ«”н…+5
16026	ёб«ѕ… дЌ«”н…+6
16027	ёб«ѕ… дЌ«”н…+7
16028	ёб«ѕ… дЌ«”н…+8
16029	ёб«ѕ… дЌ«”н…+9
16040	ёб«ѕ… Ё÷н…+0
16041	ёб«ѕ… Ё÷н…+1
16042	ёб«ѕ… Ё÷н…+2
16043	ёб«ѕ… Ё÷н…+3
16044	ёб«ѕ… Ё÷н…+4
16045	ёб«ѕ… Ё÷н…+5
16046	ёб«ѕ… Ё÷н…+6
16047	ёб«ѕ… Ё÷н…+7
16048	ёб«ѕ… Ё÷н…+8
16049	ёб«ѕ… Ё÷н…+9
16060	ёб«ѕ… –е»н…+0
16061	ёб«ѕ… –е»н…+1
16062	ёб«ѕ… –е»н…+2
16063	ёб«ѕ… –е»н…+3
16064	ёб«ѕ… –е»н…+4
16065	ёб«ѕ… –е»н…+5
16066	ёб«ѕ… –е»н…+6
16067	ёб«ѕ… –е»н…+7
16068	ёб«ѕ… –е»н…+8
16069	ёб«ѕ… –е»н…+9
16080	ёб«ѕ… гд н‘г+0
16081	ёб«ѕ… гд н‘г+1
16082	ёб«ѕ… гд н‘г+2
16083	ёб«ѕ… гд н‘г+3
16084	ёб«ѕ… гд н‘г+4
16085	ёб«ѕ… гд н‘г+5
16086	ёб«ѕ… гд н‘г+6
16087	ёб«ѕ… гд н‘г+7
16088	ёб«ѕ… гд н‘г+8
16089	ёб«ѕ… гд н‘г+9
16100	ёб«ѕ… гд ќ‘» «бб√»дж”+0
16101	ёб«ѕ… гд ќ‘» «бб√»дж”+1
16102	ёб«ѕ… гд ќ‘» «бб√»дж”+2
16103	ёб«ѕ… гд ќ‘» «бб√»дж”+3
16104	ёб«ѕ… гд ќ‘» «бб√»дж”+4
16105	ёб«ѕ… гд ќ‘» «бб√»дж”+5
16106	ёб«ѕ… гд ќ‘» «бб√»дж”+6
16107	ёб«ѕ… гд ќ‘» «бб√»дж”+7
16108	ёб«ѕ… гд ќ‘» «бб√»дж”+8
16109	ёб«ѕ… гд ќ‘» «бб√»дж”+9
16120	ёб«ѕ… гд бƒбƒ+0
16121	ёб«ѕ… гд бƒбƒ+1
16122	ёб«ѕ… гд бƒбƒ+2
16123	ёб«ѕ… гд бƒбƒ+3
16124	ёб«ѕ… гд бƒбƒ+4
16125	ёб«ѕ… гд бƒбƒ+5
16126	ёб«ѕ… гд бƒбƒ+6
16127	ёб«ѕ… гд бƒбƒ+7
16128	ёб«ѕ… гд бƒбƒ+8
16129	ёб«ѕ… гд бƒбƒ+9
16140	ёб«ѕ… гд –е» √»н÷+0
16141	ёб«ѕ… гд –е» √»н÷+1
16142	ёб«ѕ… гд –е» √»н÷+2
16143	ёб«ѕ… гд –е» √»н÷+3
16144	ёб«ѕ… гд –е» √»н÷+4
16145	ёб«ѕ… гд –е» √»н÷+5
16146	ёб«ѕ… гд –е» √»н÷+6
16147	ёб«ѕ… гд –е» √»н÷+7
16148	ёб«ѕ… гд –е» √»н÷+8
16149	ёб«ѕ… гд –е» √»н÷+9
16160	ёб«ѕ… »бж—н…+0
16161	ёб«ѕ… »бж—н…+1
16162	ёб«ѕ… »бж—н…+2
16163	ёб«ѕ… »бж—н…+3
16164	ёб«ѕ… »бж—н…+4
16165	ёб«ѕ… »бж—н…+5
16166	ёб«ѕ… »бж—н…+6
16167	ёб«ѕ… »бж—н…+7
16168	ёб«ѕ… »бж—н…+8
16169	ёб«ѕ… »бж—н…+9
16180	ёб«ѕ… гд ћг‘ +0
16181	ёб«ѕ… гд ћг‘ +1
16182	ёб«ѕ… гд ћг‘ +2
16183	ёб«ѕ… гд ћг‘ +3
16184	ёб«ѕ… гд ћг‘ +4
16185	ёб«ѕ… гд ћг‘ +5
16186	ёб«ѕ… гд ћг‘ +6
16187	ёб«ѕ… гд ћг‘ +7
16188	ёб«ѕ… гд ћг‘ +8
16189	ёб«ѕ… гд ћг‘ +9
16200	ёб«ѕ… гд ѕгжЏ «б”г«Ѕ+0
16201	ёб«ѕ… гд ѕгжЏ «б”г«Ѕ+1
16202	ёб«ѕ… гд ѕгжЏ «б”г«Ѕ+2
16203	ёб«ѕ… гд ѕгжЏ «б”г«Ѕ+3
16204	ёб«ѕ… гд ѕгжЏ «б”г«Ѕ+4
16205	ёб«ѕ… гд ѕгжЏ «б”г«Ѕ+5
16206	ёб«ѕ… гд ѕгжЏ «б”г«Ѕ+6
16207	ёб«ѕ… гд ѕгжЏ «б”г«Ѕ+7
16208	ёб«ѕ… гд ѕгжЏ «б”г«Ѕ+8
16209	ёб«ѕ… гд ѕгжЏ «б”г«Ѕ+9
16220	ёб«ѕ… »бж— «б—жЌ+0
16221	ёб«ѕ… »бж— «б—жЌ+1
16222	ёб«ѕ… »бж— «б—жЌ+2
16223	ёб«ѕ… »бж— «б—жЌ+3
16224	ёб«ѕ… »бж— «б—жЌ+4
16225	ёб«ѕ… »бж— «б—жЌ+5
16226	ёб«ѕ… »бж— «б—жЌ+6
16227	ёб«ѕ… »бж— «б—жЌ+7
16228	ёб«ѕ… »бж— «б—жЌ+8
16229	ёб«ѕ… »бж— «б—жЌ+9
16500	ёб«ѕ… «бн«ёж +0
16501	ёб«ѕ… «бн«ёж +1
16502	ёб«ѕ… «бн«ёж +2
16503	ёб«ѕ… «бн«ёж +3
16504	ёб«ѕ… «бн«ёж +4
16505	ёб«ѕ… «бн«ёж +5
16506	ёб«ѕ… «бн«ёж +6
16507	ёб«ѕ… «бн«ёж +7
16508	ёб«ѕ… «бн«ёж +8
16509	ёб«ѕ… «бн«ёж +9
16520	ёб«ѕ… «бЏёнё+0
16521	ёб«ѕ… «бЏёнё+1
16522	ёб«ѕ… «бЏёнё+2
16523	ёб«ѕ… «бЏёнё+3
16524	ёб«ѕ… «бЏёнё+4
16525	ёб«ѕ… «бЏёнё+5
16526	ёб«ѕ… «бЏёнё+6
16527	ёб«ѕ… «бЏёнё+7
16528	ёб«ѕ… «бЏёнё+8
16529	ёб«ѕ… «бЏёнё+9
16540	ёб«ѕ… «б“г—ѕ+0
16541	ёб«ѕ… «б“г—ѕ+1
16542	ёб«ѕ… «б“г—ѕ+2
16543	ёб«ѕ… «б“г—ѕ+3
16544	ёб«ѕ… «б“г—ѕ+4
16545	ёб«ѕ… «б“г—ѕ+5
16546	ёб«ѕ… «б“г—ѕ+6
16547	ёб«ѕ… «б“г—ѕ+7
16548	ёб«ѕ… «б“г—ѕ+8
16549	ёб«ѕ… «б“г—ѕ+9
16560	ёб«ѕ… «бн«ёж  «б√“—ё+0
16561	ёб«ѕ… «бн«ёж  «б√“—ё+1
16562	ёб«ѕ… «бн«ёж  «б√“—ё+2
16563	ёб«ѕ… «бн«ёж  «б√“—ё+3
16564	ёб«ѕ… «бн«ёж  «б√“—ё+4
16565	ёб«ѕ… «бн«ёж  «б√“—ё+5
16566	ёб«ѕ… «бн«ёж  «б√“—ё+6
16567	ёб«ѕ… «бн«ёж  «б√“—ё+7
16568	ёб«ѕ… «бн«ёж  «б√“—ё+8
16569	ёб«ѕ… «бн«ёж  «б√“—ё+9
16570	ёб«ѕ… «б ж—г«бнд+0
16571	ёб«ѕ… «б ж—г«бнд+1
16572	ёб«ѕ… «б ж—г«бнд+2
16573	ёб«ѕ… «б ж—г«бнд+3
16574	ёб«ѕ… «б ж—г«бнд+4
16575	ёб«ѕ… «б ж—г«бнд+5
16576	ёб«ѕ… «б ж—г«бнд+6
16577	ёб«ѕ… «б ж—г«бнд+7
16578	ёб«ѕ… «б ж—г«бнд+8
16579	ёб«ѕ… «б ж—г«бнд+9
16580	Џёѕ ян«дн н +0
16581	Џёѕ ян«дн н +1
16582	Џёѕ ян«дн н +2
16583	Џёѕ ян«дн н +3
16584	Џёѕ ян«дн н +4
16585	Џёѕ ян«дн н +5
16586	Џёѕ ян«дн н +6
16587	Џёѕ ян«дн н +7
16588	Џёѕ ян«дн н +8
16589	Џёѕ ян«дн н +9
16590	Aquarus Necklace+0
16591	Aquarus Necklace+1
16592	Aquarus Necklace+2
16593	Aquarus Necklace+3
16594	Aquarus Necklace+4
16595	Aquarus Necklace+5
16596	Aquarus Necklace+6
16597	Aquarus Necklace+7
16598	Aquarus Necklace+8
16599	Aquarus Necklace+9
17000	Ќбё гд ќ‘»+0
17001	Ќбё гд ќ‘»+1
17002	Ќбё гд ќ‘»+2
17003	Ќбё гд ќ‘»+3
17004	Ќбё гд ќ‘»+4
17005	Ќбё гд ќ‘»+5
17006	Ќбё гд ќ‘»+6
17007	Ќбё гд ќ‘»+7
17008	Ќбё гд ќ‘»+8
17009	Ќбё гд ќ‘»+9
17020	Ќбё гд дЌ«”+0
17021	Ќбё гд дЌ«”+1
17022	Ќбё гд дЌ«”+2
17023	Ќбё гд дЌ«”+3
17024	Ќбё гд дЌ«”+4
17025	Ќбё гд дЌ«”+5
17026	Ќбё гд дЌ«”+6
17027	Ќбё гд дЌ«”+7
17028	Ќбё гд дЌ«”+8
17029	Ќбё гд дЌ«”+9
17040	Ќбё гд Ё÷…+0
17041	Ќбё гд Ё÷…+1
17042	Ќбё гд Ё÷…+2
17043	Ќбё гд Ё÷…+3
17044	Ќбё гд Ё÷…+4
17045	Ќбё гд Ё÷…+5
17046	Ќбё гд Ё÷…+6
17047	Ќбё гд Ё÷…+7
17048	Ќбё гд Ё÷…+8
