TOOLTIP_ACCE_ATTR_MAX_INFO	(maks. %s)
TOOLTIP_APPLY_ATTBONUS_ICE	Buz Gücü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FIRE	Ateş Gücü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_EARTH	Toprak Gücü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WIND	Rüzgar Gücü +%d%%	SA
TOOLTIP_APPLY_RESIST_ICE	Buz Dayanıklılığı +%d%%	SA
TOOLTIP_APPLY_RESIST_EARTH	Toprak Dayanıklılığı +%d%%	SA
TOOLTIP_APPLY_RESIST_DARK	Karanlık Dayanıklılığı +%d%%	SA
TOOLTIP_APPLY_ANTI_CRITICAL_PCT	Kritik Hasar Dayanıklılığı +%d%%	SA
TOOLTIP_APPLY_ANTI_PENETRATE_PCT	Delici Hasar Dayanıklılığı +%d%%	SA
TOOLTIP_APPLY_DEFENSE_BONUS	Savunma +%d%%	SA
TOOLTIP_ARMOR	Zırh
TOOLTIP_ARROW	Ok
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATT_GRADE	Saldırı Değeri +%d	SA
TOOLTIP_ATT_SPEED	Saldırı Hızı +%d%%	SA
TOOLTIP_AUTO_POTION_HP	Güneş Özütü
TOOLTIP_AUTO_POTION_REST	Kalan miktar: %.2f%%
TOOLTIP_AUTO_POTION_SP	Ay Özütü
TOOLTIP_AUTO_POTION_USING	Etkin
TOOLTIP_BOW_DISTANCE	Yay Menzili +%dm	SA
TOOLTIP_BUYPRICE	Fiyatı: %s
TOOLTIP_CAST_SPEED	Büyü Hızı +%d%%	SA
TOOLTIP_CON	Canlılık +%d	SA
TOOLTIP_DEF_GRADE	Savunma +%d	SA
TOOLTIP_DEX	Çeviklik +%d	SA
TOOLTIP_EAR	Küpe
TOOLTIP_ETC	v.b.
TOOLTIP_FISHINGROD_EXP	Puan %d / %d
TOOLTIP_FISHINGROD_LEVEL	Seviye: %d
TOOLTIP_FISHINGROD_UPGRADE1	Daha iyi bir
TOOLTIP_FISHINGROD_UPGRADE2	olta alabilmek için
TOOLTIP_FISHINGROD_UPGRADE3	oltayı Balıkçı'ya ver.
TOOLTIP_FISH_LEN	Uzunluk: %.2fcm
TOOLTIP_HELMET	Kask
TOOLTIP_HP_REGEN	HP Üretimi +%d%%	SA
TOOLTIP_INT	Zeka +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Saldırı Değeri %d
TOOLTIP_ITEM_ATT_POWER	Saldırı Değeri %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Saldırı Değeri %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Saldırı Değeri %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Saldırı Hızı %s
TOOLTIP_ITEM_DEF_GRADE	Savunma %d
TOOLTIP_ITEM_FAST	Hızlı
TOOLTIP_ITEM_DURABILITY	Raf Ömrü: %.2f%%
TOOLTIP_ITEM_LIMIT_CON	Canlılık üst limiti: %d
TOOLTIP_ITEM_LIMIT_DEX	Çeviklik üst limiti: %d
TOOLTIP_ITEM_LIMIT_INT	Zeka üst limiti: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Seviye: %d
TOOLTIP_ITEM_LIMIT_STR	Güç üst limiti: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Büyülü Saldırı Değeri %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Büyülü Saldırı Değeri %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Büyü Savunması %d
TOOLTIP_APPLY_MAGIC_ATTBONUS_PER	Büyülü Saldırı +%d%%
TOOLTIP_APPLY_MELEE_MAGIC_ATTBONUS_PER	Büyülü Saldırı / Yakın Dövüş Saldırısı +%d%%
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Yavaş
TOOLTIP_ITEM_VERY_FAST	Çok Hızlı
TOOLTIP_ITEM_VERY_SLOW	Çok Yavaş
TOOLTIP_ITEM_WEARABLE_JOB	[ Giyilebilir ]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Şanslı Numara: %d
TOOLTIP_MAGIC_ATT_GRADE	Büyülü Saldırı Değeri +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Büyü Savunması +%d	SA
TOOLTIP_MALL_ATTBONUS	Saldırı Değeri +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Saldırı Değeri +10%	SNA
ACCE_WINDOW_ONLY_WEAPONS	Yalnızca silahları absorbe edebilirsin.
TOOLTIP_MALL_AUTOLOOT	Yerdeki mevcut Yang`ın otomatik olarak toplanmasını sağlayan el.	SNA
TOOLTIP_MALL_DEFBONUS	Savunma +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Savunma +20%	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	EXP alımını %50 arttırır	SNA
TOOLTIP_MALL_FISH_MIND	Balık yakalama şansını ikiye katlar.	SNA
TOOLTIP_MALL_GOLDBONUS	Yang elde etme şansı %.1f%% arttı.	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Yang elde etme şansını ikiye katlar.	SNA
TOOLTIP_MALL_ITEMBONUS	Eşya elde etme şansı %.1f arttı.	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Eşya ele geçirme şansını ikiye katlar.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Sevgi Puanı daha hızlı artar.	SNA
TOOLTIP_MALL_SAFEBOX	Depoya fazladan 2 oda daha eklenir	SNA
TOOLTIP_MAX_HP	Maks. HP +%d	SA
TOOLTIP_MAX_HP_PCT	Maks. HP +%d%%	SA
TOOLTIP_MAX_SP	Maks. SP +%d	SA
TOOLTIP_MAX_SP_PCT	Maks. SP +%d%%	SA
TOOLTIP_MAX_STAMINA	Maks. Dayanıklılık +%d	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS ERROR(%d, %d)
TOOLTIP_MOV_SPEED	Hareket Hızı %d%%	SA
TOOLTIP_NECK	Kolye
TOOLTIP_NEED_ALL_SP	Gereken SP: Max.
TOOLTIP_NEED_GSP	Gereken Ejderha Hayaleti: %d
TOOLTIP_NEED_HP	Gereken HP: %d
TOOLTIP_NEED_HP_PER_SEC	HP/Sn.: %d
TOOLTIP_NEED_SKILL_POINT	Gereken Beceri Puanı:
TOOLTIP_NEED_SP	Gereken SP: %d
TOOLTIP_NEED_SP_PER_SEC	SP: %d / Sn.
TOOLTIP_NEXT_SKILL_LEVEL_1	Sonraki Seviye: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Sonraki Seviye: %d (Max. %d-%d)
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Ortalama Zarar %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Ortalama Zarar Dayanıklılığı %d%%	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Grup üyesi %d den fazla.
TOOLTIP_PARTY_INFO_GRADE_UP2	Saldırı Seviyesi +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Savunma Seviyesi +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Tüm grup üyelerine 60 dakika HP/SP Yüklenir.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Tüm grup üyelerine 30 dakika HP/SP Yüklenir.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Grup üyesi öldükten sonra 3 dakika beklemelisiniz.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Aynı serverda olduğunuz zaman grup üyelerinizi çağırabilirsiniz.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Saldırı Seviyesi +(Grup üye sayisi./2) %d Saldırı birimi seçilebilir.
TOOLTIP_PARTY_INFO_SET_TANKER	Savunma Seviyesi +(Grup üye sayisi)  1 Yakın Dövüs Savasçısı seçilebilir.
TOOLTIP_PARTY_SKILL_LEVEL	Mevcut Seviye: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Saldırı/Savunma yükseltildi]
TOOLTIP_PARTY_TITLE_HEAL	[Yenile]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	%d Grup üyesi olduğunda  %d%% Bonus EXP alırsın.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Çağır]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Saldırı Birimi olarak ayarla]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Yakın Dövüş Savaşçısı olarak belirle]
TOOLTIP_PICK_EXP	Puan: %d / %d
TOOLTIP_PICK_LEVEL	Seviye: %d
TOOLTIP_PICK_UPGRADE1	Daha iyi bir
TOOLTIP_PICK_UPGRADE2	Kazma alabilmek için
TOOLTIP_PICK_UPGRADE3	onu Oduncu'ya ver.
TOOLTIP_POTION_CURE	Kötü etkileri iyileştir.
TOOLTIP_POTION_MIN	Dk.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Saldırı Hızı: +%d
TOOLTIP_POTION_PLUS_HP_PERCENT	HP: +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	HP: +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Hareket Hızı: +%d
TOOLTIP_POTION_PLUS_SP_PERCENT	SP: +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	SP: +%d
TOOLTIP_POTION_SEC	Sn.
TOOLTIP_POTION_TIME	Süre:
TOOLTIP_REQUIREMENT_21_LEVEL	21.Seviyeye ulaşmış olmalısın.
TOOLTIP_REQUIREMENT_41_LEVEL	41.Seviyeye ulaşmış olmalısın.
TOOLTIP_REQUIREMENT_LEVEL	%d.Seviyeye ulaşmış olmalısın.
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Seviye %d gerekli.
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d gerekli
TOOLTIP_RESIST_BOW	Ok Savunması %d%%	SA
TOOLTIP_RESIST_ELEC	Şimsek Dayanıklılığı %d%%	SA
TOOLTIP_RESIST_FIRE	Ateş Dayanıklılığı %d%%	SA
TOOLTIP_RESIST_MAGIC	Büyü Dayanıklılığı %%%d	SA
TOOLTIP_REST_USABLE_COUNT	Kalan: %d
TOOLTIP_SELLPRICE	Fiyat: %s
TOOLTIP_SHAMAN	Şaman
TOOLTIP_SHIELD	Kalkan
TOOLTIP_SHOES	Ayakkabı
TOOLTIP_SKILL	Beceriler	SNA
TOOLTIP_SKILLBOOK_NAME	Beceri Kitabı
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Saldırı Değeri: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Saldırı Değeri:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Saldırı Hızı: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Savunma:
TOOLTIP_SKILL_AFFECT_DODGE	Rakip Saldırı Değeri: -
TOOLTIP_SKILL_AFFECT_HEAL	Yüklenen HP:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Hareket Hızı: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Yakın Dövüş Saldırılarını Yansıtma Şansı:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Beden Hasarı Dayanıklılığı:
TOOLTIP_SKILL_COOL_TIME	Yükleme Süresi: 
TOOLTIP_SKILL_DAMAGE_BONUS	Beceri Hasarı %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Beceri Hasarı Dayanıklılığı %d%%	SA
TOOLTIP_SKILL_DURATION	Süre: %d Sn.
TOOLTIP_SKILL_FORGET_BOOK_NAME	Gözlem Bandı
TOOLTIP_SKILL_LEVEL	Güncel Seviye: %d
TOOLTIP_SKILL_LEVEL_MASTER	Güncel Seviye: %d (Master)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Güncel Seviye: %d (Max. %d)
TOOLTIP_SOCKET_EMPTY	Boş
TOOLTIP_SOCKET_REFINABLE_ITEM	[Eklenebilir Nesne]
TOOLTIP_SP_REGEN	SP Üretimi +%d%%	SA
TOOLTIP_STR	Güç +%d	SA
TOOLTIP_SURA	Sura
TOOLTIP_UNIQUE	Eşsiz
V	Savaşçı
TOOLTIP_WEAPON	Silah
TOOLTIP_WRISTLET	Bilezik
UI_ACCEPT	Kabul
UI_CANCEL	İptal
UI_CLOSE	Kapat
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_SMALL	Tahoma:9
UI_DENY	Red
UI_ITEM	Nesne
UI_LEFT_TIME	Kalan Zaman: %d Sec.
UI_NEXT	Devam
UI_NOCONTENTS	İçerik yok
UI_NONAME	isimsiz
UI_OK	Tamam
UI_POS_UNKNOWN	Bilinmeyen Yer
UI_UNKNOWN	Bilinmeyen
UPLOAD_MARK_CHECK_NEED_RECONNECT	Upload yeniden başlatılmalı.
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	Upload yeniden başlatılmalı.
USE_ITEM_FAILURE_PRIVATE_SHOP	Özel bir dükkân açtığın sürece, nesneleri kullanamazsın.
USE_SKILL_ERROR_UNKNOWN	Bilinmeyen Beceri Hatası: %s
TIME_DAY	Gün
TIME_DAYS	Gün
TIME_S_HOUR	Saat
TIME_HOUR	Saat
TIME_HOURS	Saat
TIME_MINUTE	Dakika
TIME_MINUTES	Dakika
TIME_S_MIN	Dak.
TIME_S_SEC	Sn.
TIME_SEC	Saniye
TIME_SECS	Saniye
TIME_AND	ve
UNIQUE_POPUP_DIALOG_NEVER_SHOW_AGAIN	Bir daha gösterme
SKILLBOOK_INVENTORY_POPUP_INFO	Beceri kitaplarınızı, envanterinizin yanında bulunan düğmeden açılan BK deposunda bulabilirsiniz.
LOGIN_FAILURE_VERSION_CHECK	İstemciniz güncel değil.[ENTER]İstemciniz yama aracını başlatmak için kapanacak. Yama aracı bütün dosyaları indirdikten sonra oyuna giriş yapabilirsiniz.
SKILL_BLEEDING	Kanama
AFFECT_RED_POSSESSION	Mor Kurt Ruhu
AFFECT_BLUE_POSSESSION	İndigo Kurt Ruhu
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Lycanlar'a karşı güçlü + %%%d	SA
TOOLTIP_APPLY_BLEEDING_PCT	Kanama Saldırısı +%%%d	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Kanama Saldırısı Dayanıklılığı +%%%d	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	Lycanlar'a karşı savunma şansı +%%%d	SA
TOOLTIP_APPLY_RESIST_CLAW	Pençe Savunması +%d%%	SA
TOOLTIP_WOLFMAN	Lycan
JOB_WOLFMAN	Lycan
JOB_WOLFMAN0	Amatör Lycan
JOB_WOLFMAN1	Sezgi
JOB_WOLFMAN2	N.A.
TOOLTIP_APPLY_ACCEDRAIN_RATE	Emiş Derecesi: %%%d	SA
CUBE_STONE_MATERIAL_RANGE	Taş +%d - +%d
CUBE_STONE_MATERIAL_SINGLE	Taş +%d
MAINTENANCE_DESCRIPTION	<TEXT text="Sunucu bakımı için kalan süre: " font_size="LARGE"><TEXT text="%s" r=255 g=0 b=0 font_size="LARGE"><TEXT text=" Bakım süresi: %s" font_size="LARGE">
GUILD_SAFEBOX_LOG_TEXT_CREATE	<TEXT text="%s" color="0xFFCAA76F"> lonca deposu satın aldı.
GUILD_SAFEBOX_LOG_TEXT_ITEM_GIVE	<TEXT text="%s" color="0xFFCAA76F"> oyuncusu, <TEXT text="%d" color="0xFFCAA76F">x %s depoladı.
GUILD_SAFEBOX_LOG_TEXT_ITEM_TAKE	<TEXT text="%s" color="0xFFCAA76F">oyuncusu, depodan <TEXT text="%d" color="0xFFCAA76F">x %s aldı.
GUILD_SAFEBOX_LOG_TEXT_GOLD_GIVE	<TEXT text="%s" color="0xFFCAA76F"> oyuncusu, loncaya <TEXT text="%s" color="0xFFCAA76F"> Yang yatırdı.
GUILD_SAFEBOX_LOG_TEXT_GOLD_TAKE	<TEXT text="%s" color="0xFFCAA76F"> oyuncusu, loncadan <TEXT text="%s" color="0xFFCAA76F"> Yang çekti.
GUILD_SAFEBOX_LOG_SIZE	<TEXT text="%s" color="0xFFCAA76F"> lonca deposunu <TEXT text="%d" color="0xFFCAA76F"> sayfa genişletti.
LOGIN_CHANGE_LANGUAGE_RESTART_CLIENT	Dil ayarlarını değiştirdiniz. Değişikliğin uygulanması için istemci yeniden başlatılacak.
WHISPER_OFFLINE_ACCEPT_TEXT	Gönder
WHISPER_OFFLINE_CANCEL_TEXT	İptal
WHISPER_OFFLINE_MESSAGE_QUESTION	%s şu an çevrimdışı.[ENTER] Çevrimdışı Mesaj gönderirseniz ilettiğiniz kişi oyuna tekrar girdiğinde mesajınızı alacaktır.[ENTER] Çevrimdışı Mesaj ücreti 15.000 yang.
WHISPER_OFFLINE_MESSAGE_QUESTION_GM	%s şu an çevrimdışı.[ENTER] Çevrimdışı mesaj göndermek istiyor musun? İlettiğiniz kişi tekrar çevrimiçi olduğunda mesajı alacak.
ITEM_REFUND_WINDOW_TITLE	İade Edilen Eşyalar
ITEM_REFUND_DESCRIPTION1	Bir hata nedeniyle birkaç eşya kaybolmuş gibi görünüyor. Şimdi eşyaları iade ediyoruz.
ITEM_REFUND_DESCRIPTION2	İade Edilen Eşyalar:
SHOP_OFFLINE_TAKE_MONEY_DISPLAY	%s çek.
SHOP_OFFLINE_TAKE_MONEY_QUESTION	Ne kadar para çekmek istiyorsun?
SHOP_CANNOT_TAKE_OFFLINE_SHOP_MONEY	Yang'ın maksimum limiti geçeceğinden bu kadar para çekemezsin.
SHOP_CANNOT_TAKE_OFFLINE_SHOP_MONEY_NO_MONEY	Çevrimdışı mağazanda hiç Yang'ın yok.
OFFLINE_SHOP_INPUT_PRICE_INFO_TEXT	%s için fiyat:
OFFLINE_SHOP_CANNOT_CLOSE_TAKE_ITEMS	Öncelikle tüm eşyaları kaldırman gerekiyor.
OFFLINE_SHOP_CANNOT_CLOSE_TAKE_MONEY	Öncelikle tüm Yang'ı çekmen gerekiyor.
MONEY_INPUT_DIALOG_RECVPRICE	%s (%d%% vergi) alacaksın.
MONEY_INPUT_DIALOG_SELLPRICE	Satış Fiyatı: %s
OFFLINE_SHOP_TIMEOUT_TEXT_TIMEOUT	Süresi Doldu
RESIST_HUMAN	Yarı İnsan Savunması
RESIST_MONSTER	Canavar Savunması
OFFLINE_SHOP_TIMEOUT_TEXT	%s
SKILL_DEFEND_BONUS	Beceri Hasarı Dayanıklılığı
NORMAL_HIT_DEFEND_BONUS	Ortalama Zarar Dayanıklılığı
OFFLINE_SHOP_TIMEOUT_TEXT_NOTIMEOUT	Kalıcı
DO_YOU_REALLY_BUY	%s isimli eşyayı satın almak istiyor musun?[ENTER]Fiyat: %sx %s
OFFLINE_SHOP_ITEM_DISABLED	Mobil Çevrimdışı Mağazada bu işlev bir hata nedeniyle şu anda devre dışı bırakılmıştır. Hata çözüldüğünde, işlev yeniden etkinleştirilecek.
OFFLINE_SHOP_CLOSE_QUESTION	Çevrimdışı Pazarı kapatmak ister misin?
SHOP_CANNOT_INSERT_ITEM_OFFLINE_SHOP_TIMEOUT	Çevrimdışı Dükkan'ın süresi doldu. Eşyaları satmak için pazarı yeniden açman gerekiyor.
UI_PREVPAGE	Geri
UI_NEXTPAGE	İleri
PET_STAT_MAIN	Mevcut Bonus: %s
PET_STAT_POINTS	<TEXT color="0xFFDE8A31" text="Punkte |">%d<TEXT color="0xFFDE8A31" text="|">
TOOLTIP_APPLY_PET_EXP_BONUS	Pet-Erfahrung +%d%%	SA
TOOLTIP_APPLY_RESIST_MONSTER	Canavar Dayanıklılığı +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_METIN	Metin Taşlarına Karşı Güçlü +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOSS	Patronlara Karşı Güçlü +%d%%	SA
SIDEBAR_TOOLTIP_SHOP	Çevrimdışı Pazar
SIDEBAR_TOOLTIP_GUILD_SAFEBOX	Lonca Deposu
SIDEBAR_TOOLTIP_MOUNT	Binek Genel Bakış
SIDEBAR_TOOLTIP_PET	Evcil Hayvan Genel Bakış
SIDEBAR_TOOLTIP_SAFEBOX	Depo
TOOLTIP_ITEM_NO_TRADE	Bu eşyanın ticareti yapılamaz.
TOOLTIP_ITEM_NO_DESTROY	Bu eşya yok edilemez.
ITEM_DROP_OR_DESTROY_BTN_DESTROY	Yok Et
ITEM_DROP_OR_DESTROY_BTN_DROP	Düşür
CANNOT_DESTROY_ITEM	Bu eşya yok edilemez.
SWITCHBOT_MAX_USE_SWITCHER_UNLIMITED	Sınırsız
SWITCHBOT_MAX_USE_QUESTION_TITLE	Maks. Efsun Nesnesi
SWITCHBOT_MAX_USE_QUESTION_DESC	Maks. Efsun Nesnesi kullanımı belirleyin.(0 = sınırsız)
SIDEBAR_TOOLTIP_SWITCHBOT	Efsun Botu
STAT_TOOLTIP_CON10	HP ve Savunmayı 10 arttırır.
STAT_TOOLTIP_DEX10	Saldırı ve Savuşturmayı 10 arttırır.
STAT_TOOLTIP_INT10	SP, Büyülü Saldırı ve Savunmayı 10 arttırır.
STAT_TOOLTIP_STR10	Saldırı Değeri ve Hasarı 10 arttırır.
TOOLTIP_VOTE4BUFF	Bonus İçin Oyla	SNA
TOOLTIP_ALIGNMENT_GOOD	Derece: Canavarlara Karşı Güçlü +5%
TOOLTIP_ALIGNMENT_BAD	Derece: Yarı İnsanlara Karşı Güçlü +5%
CHAT_OPEN_LINK_DANGER	Bu bağlantıyı açmak istediğinize emin misiniz? [ENTER] Zararlı yazılım veya virüs içerebilir.
DRAGON_SOUL_CANNOT_REFINE	Bu ejderha taşı arındırılamaz.
DRAGON_SOUL_CANNOT_REFINE_MORE	Bu ejderha taşı en yüksek seviyeye ulaştı bile.
DRAGON_SOUL_EQUIP_WARNING1	Bir ejderha taşını tekrar çıkartmak zor.
DRAGON_SOUL_EQUIP_WARNING2	Yine de devam etmek istiyor musun?
DRAGON_SOUL_EXPIRED	Süresi geçmiş ejderha taşı
DRAGON_SOUL_INVALID_DRAGON_SOUL	Yanlış ejderha taşı.
DRAGON_SOUL_IS_NOT_DRAGON_SOUL	Bu ejderha taşı değil.
DRAGON_SOUL_NOT_DRAGON_SOUL_REFINE_STONE	Bu doğru ejderha taşı değil.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL	Arındırma için yeterli malzemen yok.
DRAGON_SOUL_NOT_MATCHED_SLOT	Ejderha taşı bu boşluğa sığmıyor.
DRAGON_SOUL_STEP_LEVEL1	Saflık: mat,
DRAGON_SOUL_STEP_LEVEL2	Saflık: parlak,
DRAGON_SOUL_STEP_LEVEL3	Saflık: tertemiz,
DRAGON_SOUL_STEP_LEVEL4	Saflık: mükemmel,
DRAGON_SOUL_STEP_LEVEL5	Saflık: kusursuz,
DRAGON_SOUL_STRENGTH	Seviye +%d	SA
DRAGON_SOUL_UNEQUIP_WARNING1	Ejderha taşı kırılabilir.
DRAGON_SOUL_UNEQUIP_WARNING2	Yine de devam etmek istiyor musun?
DRAGON_SOUL_UNMATCHED_SLOT	Bu eşyayı bu slota koyamazsın.
DRAGON_SOUL_UNQUALIFIED	Ejderha taşı simyasını henüz kullanamazsın.
TOOLTIP_DRAGON_SOUL_DECK1	Toprak	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Gökyüzü	SNA
PET_UPGRADE_ACCEPT_BUTTON_TEXT	Geliştir
PET_UPGRADE_ACCEPT_EVOLUTION_BUTTON_TEXT	Evrimleştir
PET_UPGRADE_CANCEL_BUTTON_TEXT	İptal
PET_UPGRADE_INFO_HAPPINESS	Memnuniyet seviyesi ne kadar yüksekse, evcil hayvanınız o kadar uzun süre memnun olur. [Enter] Bir sonraki seviyede evcil hayvanınızın memnuniyeti %s sonra bitecek.
PET_UPGRADE_INFO_RAGE	Öfke seviyesi ne kadar yüksekse, öfke modu o kadar uzun sürer. [Enter] Bir sonraki seviyede, öfke modu %s sürer.
PET_UPGRADE_INFO_STAMINA	Dayanıklılık seviyesi ne kadar yüksek olursa, evcil hayvanınızın dayanıklılık değeri o kadar yüksektir. [Enter] Bir sonraki seviyede, evcil hayvanınızın %d'lik bir dayanıklılığı olur.
PET_UPGRADE_PRICE	Maliyet: %s
PET_UPGRADE_TEXT_BONUS1	%d Maks. HP -> %d Maks. HP
PET_UPGRADE_TEXT_BONUS2	%d Savunma -> %d Savunma
PET_UPGRADE_TEXT_BONUS3	%d%% Canavarlara Karşı Güçlü -> %d%% Canavarlara Karşı Güçlü
PET_UPGRADE_TEXT_EVOLUTION	%s -> %s
PET_UPGRADE_TEXT_LEVEL	%d. Seviye -> %d. Seviye
PET_UPGRADE_TITLE_BONUS1	Geliştirme: Maks. HP
PET_UPGRADE_TITLE_BONUS2	Geliştirme: Savunma
PET_UPGRADE_TITLE_BONUS3	Geliştirme: Canavarlara Karşı Güçlü
PET_UPGRADE_TITLE_EVOLUTION	Evrim
PET_UPGRADE_TITLE_HAPPINESS	Geliştirme: Mutluluk
PET_UPGRADE_TITLE_RAGE	Geliştirme: Öfke
PET_UPGRADE_TITLE_STAMINA	Geliştirme: Dayanıklılık
KING_HORSE_UPGRADE_SUCCESS	Geliştirme işlemi başarılı.
KING_HORSE_UPGRADE_FAIL	Geliştirme işlemi başarısız.
HORSE_UPGRADE_INFO_RAGE	Umso höher das Wut-Level ist, desto länger hält der Wut-Modus an.[ENTER]Auf der nächsten Stufe hält der Wut-Modus %s an.
TARGET_INFO_LEVELLIMIT	(%d. seviyeden itibaren)
TARGET_INFO_DAMAGE	Hasar : %s - %s
TARGET_INFO_DEFENSE	Savunma : %s
TARGET_INFO_EXP	Deneyim : %s
TARGET_INFO_MAINRACE	 Irk: %s
TARGET_INFO_MAX_HP	Maks. HP : %s
TARGET_INFO_NO_ITEM_TEXT	Düşürülebilecek bir eşya mevcut değil.
TARGET_INFO_NO_RACE	Yok
TARGET_INFO_RACE_ANIMAL	Hayvan
TARGET_INFO_RACE_DARK	Karanlık
TARGET_INFO_RACE_DEVIL	Şeytan
TARGET_INFO_RACE_EARTH	Toprak
TARGET_INFO_RACE_ELEC	Şimşek
TARGET_INFO_RACE_FIRE	Ateş
TARGET_INFO_RACE_HUMAN	Yarı İnsan
TARGET_INFO_RACE_ICE	Buz
TARGET_INFO_RACE_MILGYO	Mistik
TARGET_INFO_RACE_TREE	Ağaç
TARGET_INFO_RACE_ORC	Ork
TARGET_INFO_RACE_UNDEAD	Ölümsüz
TARGET_INFO_RACE_WIND	Rüzgar
TARGET_INFO_RACE_METIN	Metin Taşı
TARGET_INFO_STONE_NAME	Zırh ve Silah Taşları
TARGET_INFO_SUBRACE	Tür : %s
ITEM_SUBTYPE_ARMOR_BODY	Zırh
ITEM_SUBTYPE_ARMOR_EAR	Küpe
ITEM_SUBTYPE_ARMOR_FOOTS	Ayakkabı
ITEM_SUBTYPE_ARMOR_HEAD	Kask
ITEM_SUBTYPE_ARMOR_NECK	Kolye
ITEM_SUBTYPE_ARMOR_SHIELD	Kalkan
ITEM_SUBTYPE_ARMOR_WRIST	Bilezik
ITEM_SUBTYPE_COSTUME_ACCE	Omuz Kuşağı
ITEM_SUBTYPE_COSTUME_BODY	Zırh
ITEM_SUBTYPE_COSTUME_HAIR	Saç
ITEM_SUBTYPE_COSTUME_HAIR_M	Saç (erkek)
ITEM_SUBTYPE_COSTUME_HAIR_W	Saç (kadın)
ITEM_SUBTYPE_COSTUME_MOUNT	Binek
ITEM_SUBTYPE_DISABLED	--------------------
ITEM_SUBTYPE_FISH_ALIVE	Canlı
ITEM_SUBTYPE_FISH_GRILLED	Izgara
